indicator,release_date,target_date,published_value,revised_value,change
ADP_monthly_change_thousands,2024-01-31,2022-12-01,253.0,306.0,53.0
ADP_monthly_change_thousands,2024-01-31,2023-01-01,119.0,131.0,12.0
ADP_monthly_change_thousands,2024-01-31,2023-02-01,261.0,275.0,14.0
ADP_monthly_change_thousands,2024-01-31,2023-03-01,142.0,103.0,-39.0
ADP_monthly_change_thousands,2024-01-31,2023-04-01,291.0,293.0,2.0
ADP_monthly_change_thousands,2024-01-31,2023-05-01,267.0,206.0,-61.0
ADP_monthly_change_thousands,2024-01-31,2023-06-01,455.0,543.0,88.0
ADP_monthly_change_thousands,2024-01-31,2023-07-01,312.0,307.0,-5.0
ADP_monthly_change_thousands,2024-01-31,2023-08-01,180.0,135.0,-45.0
ADP_monthly_change_thousands,2024-01-31,2023-09-01,89.0,137.0,48.0
ADP_monthly_change_thousands,2024-01-31,2023-10-01,106.0,111.0,5.0
ADP_monthly_change_thousands,2024-01-31,2023-11-01,101.0,104.0,3.0
ADP_monthly_change_thousands,2024-01-31,2023-12-01,164.0,158.0,-6.0
ADP_monthly_change_thousands,2024-03-06,2024-01-01,107.0,111.0,4.0
ADP_monthly_change_thousands,2024-04-03,2024-02-01,140.0,155.0,15.0
ADP_monthly_change_thousands,2024-05-01,2024-02-01,155.0,176.0,21.0
ADP_monthly_change_thousands,2024-05-01,2024-03-01,184.0,208.0,24.0
ADP_monthly_change_thousands,2024-06-05,2024-02-01,176.0,175.0,-1.0
ADP_monthly_change_thousands,2024-06-05,2024-03-01,208.0,211.0,3.0
ADP_monthly_change_thousands,2024-06-05,2024-04-01,192.0,188.0,-4.0
ADP_monthly_change_thousands,2024-07-03,2024-05-01,152.0,157.0,5.0
ADP_monthly_change_thousands,2024-07-31,2024-06-01,150.0,155.0,5.0
ADP_monthly_change_thousands,2024-09-05,2024-07-01,122.0,111.0,-11.0
ADP_monthly_change_thousands,2024-10-02,2024-08-01,99.0,103.0,4.0
ADP_monthly_change_thousands,2024-10-30,2024-09-01,143.0,159.0,16.0
ADP_monthly_change_thousands,2024-12-04,2024-10-01,233.0,184.0,-49.0
ADP_monthly_change_thousands,2025-02-05,2022-01-01,328.0,217.0,-111.0
ADP_monthly_change_thousands,2025-02-05,2022-02-01,449.0,531.0,82.0
ADP_monthly_change_thousands,2025-02-05,2022-03-01,380.0,277.0,-103.0
ADP_monthly_change_thousands,2025-02-05,2022-04-01,284.0,324.0,40.0
ADP_monthly_change_thousands,2025-02-05,2022-05-01,204.0,245.0,41.0
ADP_monthly_change_thousands,2025-02-05,2022-06-01,485.0,495.0,10.0
ADP_monthly_change_thousands,2025-02-05,2022-07-01,478.0,505.0,27.0
ADP_monthly_change_thousands,2025-02-05,2022-08-01,282.0,323.0,41.0
ADP_monthly_change_thousands,2025-02-05,2022-09-01,277.0,444.0,167.0
ADP_monthly_change_thousands,2025-02-05,2022-10-01,200.0,218.0,18.0
ADP_monthly_change_thousands,2025-02-05,2022-11-01,195.0,221.0,26.0
ADP_monthly_change_thousands,2025-02-05,2022-12-01,306.0,122.0,-184.0
ADP_monthly_change_thousands,2025-02-05,2023-01-01,131.0,247.0,116.0
ADP_monthly_change_thousands,2025-02-05,2023-02-01,275.0,157.0,-118.0
ADP_monthly_change_thousands,2025-02-05,2023-03-01,103.0,-53.0,-156.0
ADP_monthly_change_thousands,2025-02-05,2023-04-01,293.0,132.0,-161.0
ADP_monthly_change_thousands,2025-02-05,2023-05-01,206.0,52.0,-154.0
ADP_monthly_change_thousands,2025-02-05,2023-06-01,543.0,146.0,-397.0
ADP_monthly_change_thousands,2025-02-05,2023-07-01,307.0,138.0,-169.0
ADP_monthly_change_thousands,2025-02-05,2023-08-01,135.0,119.0,-16.0
ADP_monthly_change_thousands,2025-02-05,2023-09-01,137.0,95.0,-42.0
ADP_monthly_change_thousands,2025-02-05,2023-10-01,111.0,130.0,19.0
ADP_monthly_change_thousands,2025-02-05,2023-11-01,104.0,100.0,-4.0
ADP_monthly_change_thousands,2025-02-05,2023-12-01,158.0,95.0,-63.0
ADP_monthly_change_thousands,2025-02-05,2024-01-01,111.0,129.0,18.0
ADP_monthly_change_thousands,2025-02-05,2024-02-01,175.0,91.0,-84.0
ADP_monthly_change_thousands,2025-02-05,2024-03-01,211.0,82.0,-129.0
ADP_monthly_change_thousands,2025-02-05,2024-04-01,188.0,113.0,-75.0
ADP_monthly_change_thousands,2025-02-05,2024-05-01,157.0,164.0,7.0
ADP_monthly_change_thousands,2025-02-05,2024-06-01,155.0,136.0,-19.0
ADP_monthly_change_thousands,2025-02-05,2024-07-01,111.0,42.0,-69.0
ADP_monthly_change_thousands,2025-02-05,2024-08-01,103.0,180.0,77.0
ADP_monthly_change_thousands,2025-02-05,2024-09-01,159.0,194.0,35.0
ADP_monthly_change_thousands,2025-02-05,2024-10-01,184.0,221.0,37.0
ADP_monthly_change_thousands,2025-02-05,2024-11-01,146.0,204.0,58.0
ADP_monthly_change_thousands,2025-02-05,2024-12-01,122.0,176.0,54.0
ADP_monthly_change_thousands,2025-03-05,2022-01-01,217.0,207.0,-10.0
ADP_monthly_change_thousands,2025-03-05,2022-02-01,531.0,541.0,10.0
ADP_monthly_change_thousands,2025-03-05,2022-03-01,277.0,325.0,48.0
ADP_monthly_change_thousands,2025-03-05,2022-04-01,324.0,420.0,96.0
ADP_monthly_change_thousands,2025-03-05,2022-05-01,245.0,339.0,94.0
ADP_monthly_change_thousands,2025-03-05,2022-06-01,495.0,575.0,80.0
ADP_monthly_change_thousands,2025-03-05,2022-07-01,505.0,471.0,-34.0
ADP_monthly_change_thousands,2025-03-05,2022-08-01,323.0,195.0,-128.0
ADP_monthly_change_thousands,2025-03-05,2022-09-01,444.0,417.0,-27.0
ADP_monthly_change_thousands,2025-03-05,2022-10-01,218.0,198.0,-20.0
ADP_monthly_change_thousands,2025-03-05,2022-11-01,221.0,194.0,-27.0
ADP_monthly_change_thousands,2025-03-05,2022-12-01,122.0,73.0,-49.0
ADP_monthly_change_thousands,2025-03-05,2023-01-01,247.0,209.0,-38.0
ADP_monthly_change_thousands,2025-03-05,2023-02-01,157.0,168.0,11.0
ADP_monthly_change_thousands,2025-03-05,2023-03-01,-53.0,-4.0,49.0
ADP_monthly_change_thousands,2025-03-05,2023-04-01,132.0,176.0,44.0
ADP_monthly_change_thousands,2025-03-05,2023-05-01,52.0,107.0,55.0
ADP_monthly_change_thousands,2025-03-05,2023-06-01,146.0,177.0,31.0
ADP_monthly_change_thousands,2025-03-05,2023-08-01,119.0,88.0,-31.0
ADP_monthly_change_thousands,2025-03-05,2023-09-01,95.0,36.0,-59.0
ADP_monthly_change_thousands,2025-03-05,2023-10-01,130.0,103.0,-27.0
ADP_monthly_change_thousands,2025-03-05,2023-11-01,100.0,78.0,-22.0
ADP_monthly_change_thousands,2025-03-05,2023-12-01,95.0,66.0,-29.0
ADP_monthly_change_thousands,2025-03-05,2024-01-01,129.0,97.0,-32.0
ADP_monthly_change_thousands,2025-03-05,2024-02-01,91.0,118.0,27.0
ADP_monthly_change_thousands,2025-03-05,2024-03-01,82.0,117.0,35.0
ADP_monthly_change_thousands,2025-03-05,2024-04-01,113.0,146.0,33.0
ADP_monthly_change_thousands,2025-03-05,2024-05-01,164.0,200.0,36.0
ADP_monthly_change_thousands,2025-03-05,2024-06-01,136.0,134.0,-2.0
ADP_monthly_change_thousands,2025-03-05,2024-07-01,42.0,36.0,-6.0
ADP_monthly_change_thousands,2025-03-05,2024-08-01,180.0,153.0,-27.0
ADP_monthly_change_thousands,2025-03-05,2024-09-01,194.0,137.0,-57.0
ADP_monthly_change_thousands,2025-03-05,2024-10-01,221.0,193.0,-28.0
ADP_monthly_change_thousands,2025-03-05,2024-11-01,204.0,169.0,-35.0
ADP_monthly_change_thousands,2025-03-05,2024-12-01,176.0,161.0,-15.0
ADP_monthly_change_thousands,2025-03-05,2025-01-01,183.0,186.0,3.0
ADP_monthly_change_thousands,2025-04-02,2022-01-01,207.0,217.0,10.0
ADP_monthly_change_thousands,2025-04-02,2022-02-01,541.0,531.0,-10.0
ADP_monthly_change_thousands,2025-04-02,2022-03-01,325.0,277.0,-48.0
ADP_monthly_change_thousands,2025-04-02,2022-04-01,420.0,324.0,-96.0
ADP_monthly_change_thousands,2025-04-02,2022-05-01,339.0,245.0,-94.0
ADP_monthly_change_thousands,2025-04-02,2022-06-01,575.0,495.0,-80.0
ADP_monthly_change_thousands,2025-04-02,2022-07-01,471.0,505.0,34.0
ADP_monthly_change_thousands,2025-04-02,2022-08-01,195.0,323.0,128.0
ADP_monthly_change_thousands,2025-04-02,2022-09-01,417.0,444.0,27.0
ADP_monthly_change_thousands,2025-04-02,2022-10-01,198.0,218.0,20.0
ADP_monthly_change_thousands,2025-04-02,2022-11-01,194.0,221.0,27.0
ADP_monthly_change_thousands,2025-04-02,2022-12-01,73.0,122.0,49.0
ADP_monthly_change_thousands,2025-04-02,2023-01-01,209.0,247.0,38.0
ADP_monthly_change_thousands,2025-04-02,2023-02-01,168.0,157.0,-11.0
ADP_monthly_change_thousands,2025-04-02,2023-03-01,-4.0,-53.0,-49.0
ADP_monthly_change_thousands,2025-04-02,2023-04-01,176.0,132.0,-44.0
ADP_monthly_change_thousands,2025-04-02,2023-05-01,107.0,52.0,-55.0
ADP_monthly_change_thousands,2025-04-02,2023-06-01,177.0,146.0,-31.0
ADP_monthly_change_thousands,2025-04-02,2023-08-01,88.0,119.0,31.0
ADP_monthly_change_thousands,2025-04-02,2023-09-01,36.0,95.0,59.0
ADP_monthly_change_thousands,2025-04-02,2023-10-01,103.0,130.0,27.0
ADP_monthly_change_thousands,2025-04-02,2023-11-01,78.0,100.0,22.0
ADP_monthly_change_thousands,2025-04-02,2023-12-01,66.0,95.0,29.0
ADP_monthly_change_thousands,2025-04-02,2024-01-01,97.0,129.0,32.0
ADP_monthly_change_thousands,2025-04-02,2024-02-01,118.0,91.0,-27.0
ADP_monthly_change_thousands,2025-04-02,2024-03-01,117.0,82.0,-35.0
ADP_monthly_change_thousands,2025-04-02,2024-04-01,146.0,113.0,-33.0
ADP_monthly_change_thousands,2025-04-02,2024-05-01,200.0,164.0,-36.0
ADP_monthly_change_thousands,2025-04-02,2024-06-01,134.0,136.0,2.0
ADP_monthly_change_thousands,2025-04-02,2024-07-01,36.0,42.0,6.0
ADP_monthly_change_thousands,2025-04-02,2024-08-01,153.0,180.0,27.0
ADP_monthly_change_thousands,2025-04-02,2024-09-01,137.0,194.0,57.0
ADP_monthly_change_thousands,2025-04-02,2024-10-01,193.0,221.0,28.0
ADP_monthly_change_thousands,2025-04-02,2024-11-01,169.0,204.0,35.0
ADP_monthly_change_thousands,2025-04-02,2024-12-01,161.0,176.0,15.0
ADP_monthly_change_thousands,2025-04-02,2025-02-01,77.0,84.0,7.0
ADP_monthly_change_thousands,2025-04-30,2025-03-01,155.0,147.0,-8.0
ADP_monthly_change_thousands,2025-06-04,2025-04-01,62.0,60.0,-2.0
ADP_monthly_change_thousands,2025-07-02,2025-05-01,37.0,29.0,-8.0
ADP_monthly_change_thousands,2025-07-30,2025-06-01,-33.0,-23.0,10.0
ADP_monthly_change_thousands,2025-09-04,2025-07-01,104.0,106.0,2.0
ADP_monthly_change_thousands,2025-10-01,2025-07-01,106.0,104.0,-2.0
ADP_monthly_change_thousands,2025-10-01,2025-08-01,54.0,-3.0,-57.0
ADP_monthly_change_thousands,2025-11-05,2025-09-01,-32.0,-29.0,3.0
ADP_monthly_change_thousands,2025-12-03,2025-10-01,42.0,47.0,5.0
ADP_monthly_change_thousands,2026-01-07,2025-11-01,-32.0,-29.0,3.0
ADP_monthly_change_thousands,2026-02-04,2022-01-01,217.0,471.0,254.0
ADP_monthly_change_thousands,2026-02-04,2022-02-01,531.0,584.0,53.0
ADP_monthly_change_thousands,2026-02-04,2022-03-01,277.0,598.0,321.0
ADP_monthly_change_thousands,2026-02-04,2022-04-01,324.0,685.0,361.0
ADP_monthly_change_thousands,2026-02-04,2022-05-01,245.0,303.0,58.0
ADP_monthly_change_thousands,2026-02-04,2022-06-01,495.0,538.0,43.0
ADP_monthly_change_thousands,2026-02-04,2022-07-01,505.0,409.0,-96.0
ADP_monthly_change_thousands,2026-02-04,2022-08-01,323.0,365.0,42.0
ADP_monthly_change_thousands,2026-02-04,2022-09-01,444.0,339.0,-105.0
ADP_monthly_change_thousands,2026-02-04,2022-10-01,218.0,251.0,33.0
ADP_monthly_change_thousands,2026-02-04,2022-11-01,221.0,269.0,48.0
ADP_monthly_change_thousands,2026-02-04,2022-12-01,122.0,191.0,69.0
ADP_monthly_change_thousands,2026-02-04,2023-01-01,247.0,187.0,-60.0
ADP_monthly_change_thousands,2026-02-04,2023-02-01,157.0,150.0,-7.0
ADP_monthly_change_thousands,2026-02-04,2023-03-01,-53.0,76.0,129.0
ADP_monthly_change_thousands,2026-02-04,2023-04-01,132.0,91.0,-41.0
ADP_monthly_change_thousands,2026-02-04,2023-05-01,52.0,360.0,308.0
ADP_monthly_change_thousands,2026-02-04,2023-06-01,146.0,483.0,337.0
ADP_monthly_change_thousands,2026-02-04,2023-07-01,138.0,269.0,131.0
ADP_monthly_change_thousands,2026-02-04,2023-08-01,119.0,116.0,-3.0
ADP_monthly_change_thousands,2026-02-04,2023-09-01,95.0,37.0,-58.0
ADP_monthly_change_thousands,2026-02-04,2023-10-01,130.0,-29.0,-159.0
ADP_monthly_change_thousands,2026-02-04,2023-11-01,100.0,105.0,5.0
ADP_monthly_change_thousands,2026-02-04,2023-12-01,95.0,282.0,187.0
ADP_monthly_change_thousands,2026-02-04,2024-01-01,129.0,240.0,111.0
ADP_monthly_change_thousands,2026-02-04,2024-02-01,91.0,-107.0,-198.0
ADP_monthly_change_thousands,2026-02-04,2024-03-01,82.0,-103.0,-185.0
ADP_monthly_change_thousands,2026-02-04,2024-04-01,113.0,44.0,-69.0
ADP_monthly_change_thousands,2026-02-04,2024-05-01,164.0,201.0,37.0
ADP_monthly_change_thousands,2026-02-04,2024-06-01,136.0,104.0,-32.0
ADP_monthly_change_thousands,2026-02-04,2024-07-01,42.0,120.0,78.0
ADP_monthly_change_thousands,2026-02-04,2024-08-01,180.0,46.0,-134.0
ADP_monthly_change_thousands,2026-02-04,2024-09-01,194.0,-21.0,-215.0
ADP_monthly_change_thousands,2026-02-04,2024-10-01,221.0,-12.0,-233.0
ADP_monthly_change_thousands,2026-02-04,2024-11-01,204.0,102.0,-102.0
ADP_monthly_change_thousands,2026-02-04,2024-12-01,176.0,157.0,-19.0
ADP_monthly_change_thousands,2026-02-04,2025-01-01,186.0,140.0,-46.0
ADP_monthly_change_thousands,2026-02-04,2025-02-01,84.0,14.0,-70.0
ADP_monthly_change_thousands,2026-02-04,2025-03-01,147.0,-53.0,-200.0
ADP_monthly_change_thousands,2026-02-04,2025-04-01,60.0,-23.0,-83.0
ADP_monthly_change_thousands,2026-02-04,2025-05-01,29.0,-24.0,-53.0
ADP_monthly_change_thousands,2026-02-04,2025-06-01,-23.0,-1.0,22.0
ADP_monthly_change_thousands,2026-02-04,2025-07-01,104.0,77.0,-27.0
ADP_monthly_change_thousands,2026-02-04,2025-08-01,-3.0,49.0,52.0
ADP_monthly_change_thousands,2026-02-04,2025-09-01,-29.0,88.0,117.0
ADP_monthly_change_thousands,2026-02-04,2025-10-01,47.0,20.0,-27.0
ADP_monthly_change_thousands,2026-02-04,2025-11-01,-29.0,74.0,103.0
ADP_monthly_change_thousands,2026-02-04,2025-12-01,41.0,37.0,-4.0
ADP_monthly_change_thousands,2026-03-04,2026-01-01,22.0,11.0,-11.0
ADP_monthly_change_thousands,2026-04-01,2026-02-01,63.0,66.0,3.0
ADP_monthly_change_thousands,2026-05-06,2026-03-01,62.0,61.0,-1.0
ADP_monthly_change_thousands,2026-06-03,2026-04-01,109.0,105.0,-4.0
ADP_monthly_change_thousands,2026-08-05,2026-06-01,98.0,95.0,-3.0
ICSA_weekly_level_count,2022-01-20,2022-01-08,230000.0,231000.0,1000.0
ICSA_weekly_level_count,2022-01-27,2022-01-15,286000.0,290000.0,4000.0
ICSA_weekly_level_count,2022-02-03,2022-01-22,260000.0,261000.0,1000.0
ICSA_weekly_level_count,2022-02-10,2022-01-29,238000.0,239000.0,1000.0
ICSA_weekly_level_count,2022-02-17,2022-02-05,223000.0,225000.0,2000.0
ICSA_weekly_level_count,2022-02-24,2022-02-12,248000.0,249000.0,1000.0
ICSA_weekly_level_count,2022-03-03,2022-02-19,232000.0,233000.0,1000.0
ICSA_weekly_level_count,2022-03-10,2022-02-26,215000.0,216000.0,1000.0
ICSA_weekly_level_count,2022-03-17,2022-03-05,227000.0,229000.0,2000.0
ICSA_weekly_level_count,2022-03-24,2022-03-12,214000.0,215000.0,1000.0
ICSA_weekly_level_count,2022-03-31,2022-03-19,187000.0,188000.0,1000.0
ICSA_weekly_level_count,2022-04-07,2022-01-01,207000.0,224000.0,17000.0
ICSA_weekly_level_count,2022-04-07,2022-01-08,231000.0,238000.0,7000.0
ICSA_weekly_level_count,2022-04-07,2022-01-15,290000.0,240000.0,-50000.0
ICSA_weekly_level_count,2022-04-07,2022-01-22,261000.0,222000.0,-39000.0
ICSA_weekly_level_count,2022-04-07,2022-01-29,239000.0,214000.0,-25000.0
ICSA_weekly_level_count,2022-04-07,2022-02-05,225000.0,191000.0,-34000.0
ICSA_weekly_level_count,2022-04-07,2022-02-12,249000.0,209000.0,-40000.0
ICSA_weekly_level_count,2022-04-07,2022-02-19,233000.0,198000.0,-35000.0
ICSA_weekly_level_count,2022-04-07,2022-02-26,216000.0,182000.0,-34000.0
ICSA_weekly_level_count,2022-04-07,2022-03-05,229000.0,198000.0,-31000.0
ICSA_weekly_level_count,2022-04-07,2022-03-12,215000.0,177000.0,-38000.0
ICSA_weekly_level_count,2022-04-07,2022-03-19,188000.0,166000.0,-22000.0
ICSA_weekly_level_count,2022-04-07,2022-03-26,202000.0,171000.0,-31000.0
ICSA_weekly_level_count,2022-04-14,2022-04-02,166000.0,167000.0,1000.0
ICSA_weekly_level_count,2022-04-21,2022-04-02,167000.0,168000.0,1000.0
ICSA_weekly_level_count,2022-04-21,2022-04-09,185000.0,186000.0,1000.0
ICSA_weekly_level_count,2022-04-28,2022-04-16,184000.0,185000.0,1000.0
ICSA_weekly_level_count,2022-05-05,2022-04-23,180000.0,181000.0,1000.0
ICSA_weekly_level_count,2022-05-12,2022-04-30,200000.0,202000.0,2000.0
ICSA_weekly_level_count,2022-05-19,2022-05-07,203000.0,197000.0,-6000.0
ICSA_weekly_level_count,2022-06-02,2022-05-21,210000.0,211000.0,1000.0
ICSA_weekly_level_count,2022-06-09,2022-05-28,200000.0,202000.0,2000.0
ICSA_weekly_level_count,2022-06-16,2022-06-04,229000.0,232000.0,3000.0
ICSA_weekly_level_count,2022-06-23,2022-06-11,229000.0,231000.0,2000.0
ICSA_weekly_level_count,2022-06-30,2022-06-18,229000.0,233000.0,4000.0
ICSA_weekly_level_count,2022-07-21,2022-07-02,235000.0,236000.0,1000.0
ICSA_weekly_level_count,2022-07-28,2022-07-16,251000.0,261000.0,10000.0
ICSA_weekly_level_count,2022-08-04,2022-07-23,256000.0,254000.0,-2000.0
ICSA_weekly_level_count,2022-08-11,2022-07-23,254000.0,237000.0,-17000.0
ICSA_weekly_level_count,2022-08-11,2022-07-30,260000.0,248000.0,-12000.0
ICSA_weekly_level_count,2022-08-18,2022-08-06,262000.0,252000.0,-10000.0
ICSA_weekly_level_count,2022-08-25,2022-08-13,250000.0,245000.0,-5000.0
ICSA_weekly_level_count,2022-09-01,2022-08-20,243000.0,237000.0,-6000.0
ICSA_weekly_level_count,2022-09-08,2022-08-27,232000.0,228000.0,-4000.0
ICSA_weekly_level_count,2022-09-15,2022-09-03,222000.0,218000.0,-4000.0
ICSA_weekly_level_count,2022-09-22,2022-09-10,213000.0,208000.0,-5000.0
ICSA_weekly_level_count,2022-09-29,2022-09-17,213000.0,209000.0,-4000.0
ICSA_weekly_level_count,2022-10-06,2022-09-24,193000.0,190000.0,-3000.0
ICSA_weekly_level_count,2022-10-20,2022-10-08,228000.0,226000.0,-2000.0
ICSA_weekly_level_count,2022-11-03,2022-10-22,217000.0,218000.0,1000.0
ICSA_weekly_level_count,2022-11-10,2022-10-29,217000.0,218000.0,1000.0
ICSA_weekly_level_count,2022-11-17,2022-11-05,225000.0,226000.0,1000.0
ICSA_weekly_level_count,2022-11-23,2022-11-12,222000.0,223000.0,1000.0
ICSA_weekly_level_count,2022-12-01,2022-11-19,240000.0,241000.0,1000.0
ICSA_weekly_level_count,2022-12-08,2022-11-26,225000.0,226000.0,1000.0
ICSA_weekly_level_count,2022-12-15,2022-12-03,230000.0,231000.0,1000.0
ICSA_weekly_level_count,2022-12-22,2022-12-10,211000.0,214000.0,3000.0
ICSA_weekly_level_count,2022-12-29,2022-12-10,214000.0,212000.0,-2000.0
ICSA_weekly_level_count,2023-01-05,2022-12-24,225000.0,223000.0,-2000.0
ICSA_weekly_level_count,2023-01-12,2022-12-31,204000.0,206000.0,2000.0
ICSA_weekly_level_count,2023-01-26,2023-01-07,205000.0,206000.0,1000.0
ICSA_weekly_level_count,2023-01-26,2023-01-14,190000.0,192000.0,2000.0
ICSA_weekly_level_count,2023-02-16,2023-02-04,196000.0,195000.0,-1000.0
ICSA_weekly_level_count,2023-02-23,2023-02-11,194000.0,195000.0,1000.0
ICSA_weekly_level_count,2023-03-16,2023-03-04,211000.0,212000.0,1000.0
ICSA_weekly_level_count,2023-04-06,2022-01-01,224000.0,228000.0,4000.0
ICSA_weekly_level_count,2023-04-06,2022-01-08,238000.0,243000.0,5000.0
ICSA_weekly_level_count,2023-04-06,2022-01-15,240000.0,251000.0,11000.0
ICSA_weekly_level_count,2023-04-06,2022-01-22,222000.0,232000.0,10000.0
ICSA_weekly_level_count,2023-04-06,2022-01-29,214000.0,233000.0,19000.0
ICSA_weekly_level_count,2023-04-06,2022-02-05,191000.0,217000.0,26000.0
ICSA_weekly_level_count,2023-04-06,2022-02-12,209000.0,232000.0,23000.0
ICSA_weekly_level_count,2023-04-06,2022-02-19,198000.0,226000.0,28000.0
ICSA_weekly_level_count,2023-04-06,2022-02-26,182000.0,213000.0,31000.0
ICSA_weekly_level_count,2023-04-06,2022-03-05,198000.0,228000.0,30000.0
ICSA_weekly_level_count,2023-04-06,2022-03-12,177000.0,216000.0,39000.0
ICSA_weekly_level_count,2023-04-06,2022-03-19,166000.0,214000.0,48000.0
ICSA_weekly_level_count,2023-04-06,2022-03-26,171000.0,214000.0,43000.0
ICSA_weekly_level_count,2023-04-06,2022-04-02,168000.0,214000.0,46000.0
ICSA_weekly_level_count,2023-04-06,2022-04-09,186000.0,222000.0,36000.0
ICSA_weekly_level_count,2023-04-06,2022-04-16,185000.0,217000.0,32000.0
ICSA_weekly_level_count,2023-04-06,2022-04-23,181000.0,207000.0,26000.0
ICSA_weekly_level_count,2023-04-06,2022-04-30,202000.0,218000.0,16000.0
ICSA_weekly_level_count,2023-04-06,2022-05-07,197000.0,210000.0,13000.0
ICSA_weekly_level_count,2023-04-06,2022-05-14,218000.0,222000.0,4000.0
ICSA_weekly_level_count,2023-04-06,2022-05-21,211000.0,215000.0,4000.0
ICSA_weekly_level_count,2023-04-06,2022-06-04,232000.0,221000.0,-11000.0
ICSA_weekly_level_count,2023-04-06,2022-06-11,231000.0,217000.0,-14000.0
ICSA_weekly_level_count,2023-04-06,2022-06-18,233000.0,216000.0,-17000.0
ICSA_weekly_level_count,2023-04-06,2022-06-25,231000.0,213000.0,-18000.0
ICSA_weekly_level_count,2023-04-06,2022-07-02,236000.0,212000.0,-24000.0
ICSA_weekly_level_count,2023-04-06,2022-07-09,244000.0,221000.0,-23000.0
ICSA_weekly_level_count,2023-04-06,2022-07-16,261000.0,213000.0,-48000.0
ICSA_weekly_level_count,2023-04-06,2022-07-23,237000.0,211000.0,-26000.0
ICSA_weekly_level_count,2023-04-06,2022-07-30,248000.0,218000.0,-30000.0
ICSA_weekly_level_count,2023-04-06,2022-08-06,252000.0,214000.0,-38000.0
ICSA_weekly_level_count,2023-04-06,2022-08-13,245000.0,213000.0,-32000.0
ICSA_weekly_level_count,2023-04-06,2022-08-20,237000.0,208000.0,-29000.0
ICSA_weekly_level_count,2023-04-06,2022-08-27,228000.0,206000.0,-22000.0
ICSA_weekly_level_count,2023-04-06,2022-09-03,218000.0,197000.0,-21000.0
ICSA_weekly_level_count,2023-04-06,2022-09-10,208000.0,192000.0,-16000.0
ICSA_weekly_level_count,2023-04-06,2022-09-17,209000.0,191000.0,-18000.0
ICSA_weekly_level_count,2023-04-06,2022-09-24,190000.0,182000.0,-8000.0
