series_id,target_date,vintage_date,level,monthly_change_thousands
USPRIV,2022-06-01,2022-07-08,129765.0,381.0
USPRIV,2022-07-01,2022-08-05,130254.0,471.0
USPRIV,2022-08-01,2022-09-02,130510.0,308.0
USPRIV,2022-09-01,2022-10-07,130736.0,288.0
USPRIV,2022-10-01,2022-11-04,130958.0,233.0
USPRIV,2022-11-01,2022-12-02,131130.0,221.0
USPRIV,2022-12-01,2023-01-06,131302.0,220.0
USPRIV,2023-01-01,2023-02-03,132684.0,443.0
USPRIV,2023-02-01,2023-03-10,132855.0,265.0
USPRIV,2023-03-01,2023-04-07,133012.0,189.0
USPRIV,2023-04-01,2023-05-05,133103.0,230.0
USPRIV,2023-05-01,2023-06-02,133443.0,283.0
USPRIV,2023-06-01,2023-07-07,133494.0,149.0
USPRIV,2023-07-01,2023-08-04,133641.0,172.0
USPRIV,2023-08-01,2023-09-01,133761.0,179.0
USPRIV,2023-09-01,2023-10-06,134012.0,263.0
USPRIV,2023-10-01,2023-11-03,134031.0,99.0
USPRIV,2023-11-01,2023-12-08,134120.0,150.0
USPRIV,2023-12-01,2024-01-05,134229.0,164.0
USPRIV,2024-01-01,2024-02-02,134609.0,317.0
USPRIV,2024-02-01,2024-03-08,134628.0,223.0
USPRIV,2024-03-01,2024-04-05,134863.0,232.0
USPRIV,2024-04-01,2024-05-03,135015.0,167.0
USPRIV,2024-05-01,2024-06-07,135224.0,229.0
USPRIV,2024-06-01,2024-07-05,135274.0,136.0
USPRIV,2024-07-01,2024-08-02,135384.0,97.0
USPRIV,2024-08-01,2024-09-06,135440.0,118.0
USPRIV,2024-09-01,2024-10-04,135684.0,223.0
USPRIV,2024-10-01,2024-11-01,135548.0,-28.0
USPRIV,2024-11-01,2024-12-06,135798.0,194.0
USPRIV,2024-12-01,2025-01-10,136020.0,223.0
USPRIV,2025-01-01,2025-02-07,135479.0,111.0
USPRIV,2025-02-01,2025-03-07,135603.0,140.0
USPRIV,2025-03-01,2025-04-04,135786.0,209.0
USPRIV,2025-04-01,2025-05-02,135905.0,167.0
USPRIV,2025-05-01,2025-06-06,135968.0,140.0
USPRIV,2025-06-01,2025-07-03,136026.0,74.0
USPRIV,2025-07-01,2025-08-01,135970.0,83.0
USPRIV,2025-08-01,2025-09-05,135972.0,38.0
USPRIV,2025-09-01,2025-11-20,136028.0,97.0
USPRIV,2025-10-01,2025-12-16,136079.0,52.0
USPRIV,2025-11-01,2025-12-16,136148.0,69.0
USPRIV,2025-12-01,2026-01-09,136115.0,37.0
USPRIV,2026-01-01,2026-02-11,135326.0,172.0
USPRIV,2026-02-01,2026-03-06,135143.0,-86.0
USPRIV,2026-03-01,2026-04-03,135320.0,186.0
USPRIV,2026-04-01,2026-05-08,135428.0,123.0
USPRIV,2026-05-01,2026-06-05,135614.0,120.0
USPRIV,2026-06-01,2026-07-02,135613.0,49.0
